"DATE","GDPV","IRL","IRS","GDP","CPIH_YTYPCT","IRCB","UNR","YPH","UNR_us","IRCB_us","CPI_us"
2024-10-31,2607197737649.94,2.99614368530021,2.97385535479014,2967872105532.37,2.00344919776561,2.91847826086957,7.4603916066094,1011287356263.24,4.16071204930035,4.54847826086957,1.29278697241183
2024-11-01,2607261625923.25,2.99505672877847,2.97113796348579,2968055063076.76,2.00213641985112,2.91576086956522,7.46240466016305,1011361911816.95,4.16059984937283,4.54576086956522,1.29287895926584
2024-11-02,2607325514196.56,2.99396977225673,2.96842057218144,2968238020621.15,2.00082364193664,2.91304347826087,7.46441771371669,1011436467370.65,4.16048764944532,4.54304347826087,1.29297094611986
2024-11-03,2607389402469.87,2.99288281573499,2.96570318087709,2968420978165.54,1.99951086402215,2.91032608695652,7.46643076727034,1011511022924.36,4.1603754495178,4.54032608695652,1.29306293297387
2024-11-04,2607453290743.18,2.99179585921325,2.96298578957274,2968603935709.93,1.99819808610766,2.90760869565217,7.46844382082399,1011585578478.07,4.16026324959028,4.53760869565217,1.29315491982789
2024-11-05,2607517179016.49,2.99070890269151,2.9602683982684,2968786893254.32,1.99688530819318,2.90489130434783,7.47045687437763,1011660134031.78,4.16015104966276,4.53489130434783,1.2932469066819
2024-11-06,2607581067289.8,2.98962194616977,2.95755100696405,2968969850798.72,1.99557253027869,2.90217391304348,7.47246992793128,1011734689585.49,4.16003884973524,4.53217391304348,1.29333889353591
2024-11-07,2607644955563.11,2.98853498964803,2.9548336156597,2969152808343.11,1.9942597523642,2.89945652173913,7.47448298148492,1011809245139.2,4.15992664980772,4.52945652173913,1.29343088038993
2024-11-08,2607708843836.42,2.98744803312629,2.95211622435535,2969335765887.5,1.99294697444972,2.89673913043478,7.47649603503857,1011883800692.91,4.15981444988021,4.52673913043478,1.29352286724394
2024-11-09,2607772732109.73,2.98636107660455,2.949398833051,2969518723431.89,1.99163419653523,2.89402173913043,7.47850908859221,1011958356246.61,4.15970224995269,4.52402173913043,1.29361485409795
2024-11-10,2607836620383.04,2.98527412008281,2.94668144174666,2969701680976.28,1.99032141862074,2.89130434782609,7.48052214214586,1012032911800.32,4.15959005002517,4.52130434782609,1.29370684095197
2024-11-11,2607900508656.35,2.98418716356108,2.94396405044231,2969884638520.67,1.98900864070625,2.88858695652174,7.4825351956995,1012107467354.03,4.15947785009765,4.51858695652174,1.29379882780598
2024-11-12,2607964396929.66,2.98310020703934,2.94124665913796,2970067596065.06,1.98769586279177,2.88586956521739,7.48454824925315,1012182022907.74,4.15936565017013,4.51586956521739,1.29389081466
2024-11-13,2608028285202.97,2.9820132505176,2.93852926783361,2970250553609.45,1.98638308487728,2.88315217391304,7.48656130280679,1012256578461.45,4.15925345024261,4.51315217391304,1.29398280151401
2024-11-14,2608092173476.28,2.98092629399586,2.93581187652927,2970433511153.84,1.98507030696279,2.8804347826087,7.48857435636044,1012331134015.16,4.1591412503151,4.5104347826087,1.29407478836802
2024-11-15,2608156061749.58,2.97983933747412,2.93309448522492,2970616468698.23,1.98375752904831,2.87771739130435,7.49058740991408,1012405689568.87,4.15902905038758,4.50771739130435,1.29416677522204
