"DATE","GDPV","IRL","IRS","GDP","CPIH_YTYPCT","IRCB","UNR","YPH","UNR_us","IRCB_us","CPI_us","CAC40"
2013-08-27,2311620226086.96,2.34249094202899,0.234286518984062,2131303856521.74,0.874219818732667,0,10.266766464352,761270739130.435,7.06687346917626,0.125,0.953955304771397,3968.72998046875
2013-08-28,2311801373913.04,2.34210072463769,0.234475542625826,2131431243478.26,0.871233147302132,0,10.2652809691599,761360260869.565,7.06353521004907,0.125,0.953993558579084,3960.4599609375
2013-08-29,2311982521739.13,2.34171050724638,0.234664566267591,2131558630434.78,0.868246475871597,0,10.2637954739679,761449782608.696,7.06019695092187,0.125,0.954031812386772,3986.35009765625
2013-08-30,2312163669565.22,2.34132028985508,0.234853589909356,2131686017391.3,0.865259804441062,0,10.2623099787758,761539304347.826,7.05685869179468,0.125,0.954070066194459,3933.78002929688
2013-09-02,2312707113043.48,2.34014963768117,0.23542066083465,2132068178260.87,0.856299790149457,0,10.2578534931996,761807869565.217,7.04684391441311,0.125,0.954184827617522,4006.01000976562
2013-09-03,2312888260869.57,2.33975942028986,0.235609684476414,2132195565217.39,0.853313118718922,0,10.2563679980075,761897391304.348,7.04350565528592,0.125,0.95422308142521,3974.07006835938
2013-09-04,2313069408695.65,2.33936920289856,0.235798708118179,2132322952173.91,0.850326447288387,0,10.2548825028154,761986913043.478,7.04016739615873,0.125,0.954261335232898,3980.419921875
2013-09-05,2313250556521.74,2.33897898550725,0.235987731759944,2132450339130.43,0.847339775857852,0,10.2533970076234,762076434782.609,7.03682913703154,0.125,0.954299589040585,4006.80004882812
2013-09-06,2313431704347.83,2.33858876811595,0.236176755401708,2132577726086.96,0.844353104427317,0,10.2519115124313,762165956521.739,7.03349087790435,0.125,0.954337842848273,4049.18994140625
2013-09-09,2313975147826.09,2.33741811594204,0.236743826327002,2132959886956.52,0.835393090135712,0,10.2474550268551,762434521739.13,7.02347610052278,0.125,0.954452604271336,4040.330078125
